藏,书名,题材,朝代,页数,今译状态,source_url,复核说明,语体,语体依据
集藏,仙卜奇缘,章回小说,清,13,本身白话_无需今译,无,未见现代今译本,白话,"""常爷闻言大喜""军事白话流畅"
集藏,何典,章回小说,清,7,本身白话_无需今译,无,白话吴语仅校注本,白话,"吴语滑稽白话""敢怒而不敢言""俗语多但可读"
集藏,侠义英雄传,章回小说,清,22,本身白话_无需今译,无,民国白话武侠无今译,白话,"""办事真想得周到""民国白话对白流畅"
集藏,儿女英雄传续儿女英雄传,章回小说,清,111,本身白话_无需今译,无,续书仅校点本无今译,白话,“这部书前半部演到龙凤匹配”“你道就靠安老夫妻”口语顺畅
集藏,八仙得道,章回小说,民国,16,本身白话_无需今译,无,仅见原著重印及有声书无今译,白话,“气得蛾眉倒竖”“说时大家已入内”叙述对话皆白话
集藏,八美图,章回小说,清,21,本身白话_无需今译,无,仅见才子佳人丛书重印,白话,“哪一位哥哥先请”“回家在母亲跟前”对话口语化
集藏,八贤传,章回小说,清,6,本身白话_无需今译,无,仅见简体电子重印本,白话,“两个狗才”“且看下回分解”叙述对话皆白话
集藏,六月霜,章回小说,清,3,本身白话_无需今译,无,仅见1958年原文排印本,白话,“看官切莫性急”“叉麻雀拥姬抱妾”晚清白话
集藏,兰闺恨,章回小说,清,4,无,无,骈体小说未见今译,文言,“堞灯初上戍鼓已严”通篇骈散文言游记笔法
集藏,再生缘,章回小说,清,164,浅近文言_基本可读_待定,无,弹词整理本未见白话今译,浅近文言,七字弹词韵文“恐偏私难服众”“代代君王照样行”半文半白
集藏,冷眼观,章回小说,清,12,本身白话_无需今译,无,仅见简体重印本,白话,夹吴语“耐弗要性急”但主线“素妹妹你同人家要钱”可读
集藏,凤凰池,章回小说,清,10,本身白话_无需今译,无,仅见简体电子重印本,白话,"“原来如此”“今晚待他进来”对话口语,夹诗"
集藏,刘公案,章回小说,清,10,本身白话_无需今译,无,仅见鼓词整理重印本,白话,“我范浩然谁人敢敌”“且看下回分解”叙述白话
集藏,刘墉传奇,章回小说,清,23,本身白话_无需今译,无,2021文史社整理本非今译,白话,唱词夹白“何二嫂快开门”“吃了灯草灰”口语
集藏,前后七国志,章回小说,清,10,浅近文言_基本可读_待定,无,仅见原文重印本,浅近文言,"开篇骈檄“整六师而护从”夹诗,叙事尚可读"
集藏,前明正德白牡丹,章回小说,清,13,本身白话_无需今译,无,未见今译版本,白话,对话“孩儿岂不打算”间杂“曰”但主线口语可读
集藏,剑侠奇中奇全传,章回小说,清,9,本身白话_无需今译,无,2021整理本非今译,白话,“你们各家关门”“哈哈大笑”叙述对话白话
集藏,剖心记,章回小说,清,1,本身白话_无需今译,无,吴趼人短篇仅网络重印,白话,"“门生幼失怙恃”略文,但“你走得我便走不得么”口语顺畅"
集藏,医界镜,章回小说,清,7,本身白话_无需今译,无,仅见电子重印本,白话,“老佛爷有病”“如拨云雾而见青天”叙述白话
集藏,十尾龟,章回小说,清,5,本身白话_无需今译,无,仅见珍稀本重印,白话,“这老东西快活不快活”“吊膀子本领”口语
集藏,升仙传,章回小说,清,12,本身白话_无需今译,无,未见今译版本,白话,“吓得东跑西奔”“严世蕃千万莫要掐我”口语
集藏,南北史演义,章回小说,民国,22,浅近文言_基本可读_待定,无,蔡东藩原即白话无需今译,浅近文言,大量“曰”文言对话“娘娘息怒听奴婢一言”半文半白
集藏,南朝金粉录,章回小说,清,8,本身白话_无需今译,无,仅1994原文排印本,白话,“老爷今日为何愁容满面”“他那妾便插口道”口语
集藏,历代兴衰演义,章回小说,清,47,无,无,仅见原文重印本,文言,"“吾闻为君难,治得其道则此位可尊”通篇仿史文言"
集藏,双凤奇缘,章回小说,清,15,本身白话_无需今译,无,未见今译版本,白话,“这也怪你不得了”“计上心来”叙述对话白话
集藏,双和欢,章回小说,清,12,浅近文言_基本可读_待定,无,未见相关出版,浅近文言,"“卿言至此事始虑终”文白相杂,对话偏文“妾愿事箕帚矣”"
集藏,双龙传,章回小说,清,2,本身白话_无需今译,无,刘公案整理本非今译,白话,“好大胆的王玉珂”“死店活人开”口语俗谚
集藏,反唐演义全传,章回小说,清,10,本身白话_无需今译,无,仅1995原文排印本,白话,“快上岸来到小庵坐坐”“谁家没有穷亲眷”口语
集藏,发财秘诀,章回小说,清,4,本身白话_无需今译,无,吴趼人短篇仅网络重印,白话,“嘴里都说是游刑”“知道这游刑是甚么刑法么”晚清白话
集藏,古戍寒笳记,章回小说,清,7,浅近文言_基本可读_待定,无,未见今译版本,浅近文言,清谈大段文言“台湾悬绝海外为生聚教训之地”偏难
集藏,台战演义,章回小说,清,4,浅近文言_基本可读_待定,无,未见相关出版,浅近文言,“羽扇之计又新奇矣”评点加文言战记“以此鬼制倭鬼”
集藏,合锦回文传,章回小说,清,15,浅近文言_基本可读_待定,无,仅校注本非今译,浅近文言,大段骈四骊六“女如德耀男比梁鸿”夹诗词偏文
集藏,同治嫖院,章回小说,清,3,本身白话_无需今译,无,仅见简体电子重印本,白话,“那小王原是非常伶珑”“拉了一个很好的皮条”口语
集藏,后三国石珠演义,章回小说,清,12,本身白话_无需今译,无,仅见电子重印本,白话,“大王不必烦恼”“且听下回分解”叙述对话白话
集藏,后宋慈云走国全传,章回小说,清,9,本身白话_无需今译,无,白话原著仅见重印本,白话,“母亲休得妄言”“上山寻虎易开口告人难”口语
集藏,后官场现形记,章回小说,清,2,本身白话_无需今译,无,未见今译版本,白话,“难道我赵青云做了官不成”“没有了下顿”口语
集藏,后水浒传,章回小说,清,11,浅近文言_基本可读_待定,无,仅1981整理本非今译,浅近文言,袁武议论偏文“欲学苏张游说宋室一统苦无六国之雄”
集藏,后红楼梦,章回小说,清,17,本身白话_无需今译,无,仅见原文重印本,白话,“众人都赞宝玉福分”“可怜见的”仿红楼白话
集藏,后西游记,章回小说,清,20,本身白话_无需今译,无,白话原著仅见重印本,白话,"“你不须大惊小怪”“好泼鬼”口语,景物骈句少量"
集藏,听月楼,章回小说,清,4,本身白话_无需今译,无,仅见珍稀本影印重印,白话,“望年伯原谅”“做好文章须要有波势”对话白话
集藏,吴三桂演义,章回小说,清,11,浅近文言_基本可读_待定,无,未见今译版本,浅近文言,对话偏文“孤曩者负恩明室引敌入京”“富贵已极死复何憾”
集藏,吴江雪,章回小说,清,6,本身白话_无需今译,无,未见今译版本,白话,“丘兄不要说这样话”“见走了炉气得手抖足麻”口语
集藏,周朝秘史,章回小说,明,34,浅近文言_基本可读_待定,无,仅见原文重印本,浅近文言,夹奏疏「臣闻晋会诸侯，欲吞荆楚」「食君厚禄」偏文
集藏,呼家将,章回小说,清,27,本身白话_无需今译,无,仅见青少版评书改编本,白话,「俺是大宋皇帝的功臣呼延赞的孙子」「哈哈大笑」口语
集藏,唐三藏西游厄释传,章回小说,明,10,本身白话_无需今译,无,2006整理校点本非今译,浅近文言,叙事用「曰」「唬得那龙王魂飞魄散」半文半白
集藏,唐书志传,章回小说,明,15,浅近文言_基本可读_待定,无,仅见原文重印本,浅近文言,檄文「尔郑主弑新君而自立，据洛阳以称孤」偏文
集藏,唐代宫廷艳史,章回小说,民国,32,本身白话_无需今译,无,许啸天原即白话无需今译,白话,「原来这薛国公主是睿宗的第七个女儿」叙述流畅
集藏,唐朝开国演义,章回小说,清,133,本身白话_无需今译,无,说唐原文仅见排印本,白话,「秦大人！唐高祖宽洪海量」对白口语化
集藏,薛仁贵征东,章回小说,清,11,本身白话_无需今译,无,搜索仅见原文及评书未见今译,白话,「阿呀，我命死也」「吓得魂飞魄散」口语
集藏,薛刚反唐,章回小说,清,10,本身白话_无需今译,无,仅普及本未见今译,白话,「呵呵，我家大官人新中举人」口语对白
集藏,蜃楼外史,章回小说,清,8,本身白话_无需今译,无,未检索到今译本,白话,「楚材文龙听它说完，暗暗想道」白话叙述
集藏,蜃楼志,章回小说,清,14,本身白话_无需今译,无,仅古典文库本无今译,白话,「何武道：你这宅里共有多少人」口语对白
集藏,蜗触蛮三国争地记,章回小说,清,2,无,无,冷门讽刺小说无今译,文言,满篇《汉书》典故注「不畏铜牌欺羽扇」骈密难读
集藏,蜜蜂计,章回小说,清,3,本身白话_无需今译,无,未检索到今译本,白话,公案「知县喝道：口走！他二人抢银」口语
集藏,蝴蝶缘,章回小说,清,12,本身白话_无需今译,无,未检索到该书今译,白话,「蒋青岩闻言，心中暗喜」白话叙述
集藏,蟫史,章回小说,清,23,无,无,文言难读未见今译,文言,「理语臭腐则虫生焉」骈四俪六，普通人读不懂
集藏,补红楼梦,章回小说,清,12,本身白话_无需今译,无,仅红楼梦本身有白话,白话,「我这眼睛、耳朵，托姑奶奶的福」口语
集藏,西太后艳史演义,章回小说,民国,18,本身白话_无需今译,无,仅再版排印无今译,白话,「单讲那河间府城东街，有一个李大麻子」白话
集藏,西施艳史演义,章回小说,民国,5,本身白话_无需今译,无,仅简体排印无今译,浅近文言,夹策论「臣闻高鸟之飞，死于美食」但叙事可读
集藏,西游记传,章回小说,明,6,本身白话_无需今译,无,缩写本仅校点无今译,浅近文言,「唐僧上马」「行者闻言冷笑」用「曰」半文半白
集藏,西游记百回详注,章回小说,明,18,无,无,刘一明清代详注非今译,文言,评注「盖圣贤之道，有体有用，有本有末」纯文言论道
集藏,西游记补,章回小说,明,30,本身白话_无需今译,无,仅中华书局注释本非今译,白话,「行者听了，便扯着三藏道」白话对白
集藏,观音菩萨传奇,章回小说,清,27,本身白话_无需今译,无,原已白话未见今译,白话,「永莲道，这是我们自己情愿」口语流畅
集藏,警世阴阳梦,章回小说,明,9,浅近文言_基本可读_待定,无,仅影印排印无今译,浅近文言,夹奏疏「十八日之鼓噪，候晨有敲梆号召者」文言
集藏,警富新书,章回小说,清,13,浅近文言_基本可读_待定,无,未检索到今译本,浅近文言,夹状词「告为屠证沉冤坑生灭死」文言难读
集藏,说呼全传,章回小说,清,9,本身白话_无需今译,无,仅古典文库本无今译,白话,「国宝听说，哈哈大笑起来」口语对白
集藏,说唐,章回小说,清,10,本身白话_无需今译,无,原已白话未见今译,白话,「伯当大喜，就在店中宿了」白话叙述
集藏,说唐三传,章回小说,清,16,本身白话_无需今译,无,原已白话未见今译,白话,「天子听说仁贵射死，哭倒在龙床之上」白话
集藏,说唐后传,章回小说,清,15,本身白话_无需今译,无,原已白话未见今译,白话,「仁贵说：龙门阵书上也曾看过」口语
集藏,说岳全传,章回小说,清,29,本身白话_无需今译,无,仅普及注本无今译,白话,「岳爷道：古语云君辱臣死」白话叙述
集藏,貂蝉艳史演义,章回小说,民国,5,本身白话_无需今译,无,仅维基文库无今译,白话,「李儒想毕，抽身出外，找寻吕布」白话
集藏,负曝闲谈,章回小说,清,8,本身白话_无需今译,无,仅徐一士校点无今译,白话,「黄子文一看，盘子里只有两块挺硬的面包」口语
集藏,贵妃艳史演义,章回小说,民国,5,本身白话_无需今译,无,未检索到今译本,白话,「叫内监宫女们都来，把禄山脱去衣服」白话
集藏,赛红丝,章回小说,清,15,本身白话_无需今译,无,未检索到该书今译,白话,「宋采听了，只喜得眉欢眼笑」口语
集藏,走马春秋,章回小说,清,7,本身白话_无需今译,无,未检索到今译本,白话,「这老道又不知弄甚么鬼呢」口语心理描写
集藏,赵太祖三下南唐,章回小说,清,7,本身白话_无需今译,无,未检索到今译本,浅近文言,夹医论「症患与六脉不符...岐黄佐使之术」但主线可读
集藏,跻云楼,章回小说,清,8,本身白话_无需今译,无,未检索到今译本,白话,「辛泰答道：白大叔，你来得好」口语对白
集藏,轰天雷,章回小说,清,5,本身白话_无需今译,无,仅丛钞排印无今译,白话,「复畴叹了一口气道：一言难尽」白话
集藏,载阳堂意外缘,章回小说,清,4,本身白话_无需今译,无,仅石印本无今译,白话,「玉坛随将所赠的情诗...尽推是田妈逼成的」白话
集藏,辽海丹忠录,章回小说,明,9,浅近文言_基本可读_待定,无,仅原文电子版无今译,浅近文言,骈表「天涯游子，念华发之垂堂」加大段地名偏文
集藏,近世社会龌龊史,章回小说,清,6,本身白话_无需今译,无,未检索到今译本,白话,「紫旒回头看时，却是东协泰马车行的东家」白话
集藏,返生香,章回小说,清,3,无,无,未检索到今译本,文言,「杨公辞之勿获，昆剧之议始决」满纸文言虚词
集藏,邻女语,章回小说,清,8,本身白话_无需今译,无,仅原文电子版无今译,白话,「店主忙将店门上好，请各位客人进房安歇」口语顺畅
集藏,醒世姻缘传,章回小说,清,41,本身白话_无需今译,无,仅夏海晏校注非今译,白话,「你叫了薛三省娘子来，把你姑的衣裳叠叠」纯口语
集藏,醒名花,章回小说,清,8,本身白话_无需今译,无,未检索到今译本,浅近文言,「陶公听了，恨声不绝」半文半白，对话夹文言
集藏,醒风流,章回小说,清,11,浅近文言_基本可读_待定,无,未检索到今译本,浅近文言,「韩侂冑罪盈恶贯，史弥远拥兵殛杀」奏疏议论偏难
集藏,野叟曝言,章回小说,清,33,浅近文言_基本可读_待定,无,仅校点本无今译,浅近文言,「何可轻蹈不测，以危殆父母之遗体」对白多文言
集藏,金台全传,章回小说,清,12,本身白话_无需今译,无,仅排印本无今译,白话,「畜生！如今彩云已死，还不报官」口语加吴语
集藏,金圣叹批评本水浒传,章回小说,明,29,本身白话_无需今译,无,仅校注评点本非今译,白话,「却来孟州府里告状，知府听说罢」白话叙事
集藏,金屋梦,章回小说,清,22,本身白话_无需今译,无,续金瓶梅未见今译,白话,「不消说金桂姐年少怀春，是女儿家本等」口语化
集藏,金瓶梅词话万历本,章回小说,明,72,本身白话_无需今译,无,仅白维国校注非今译,白话,「明日也替我带两方销金汗巾子来」纯口语对话
集藏,平山冷燕,章回小说,清,11,本身白话_无需今译,无,仅原文电子版未见今译,白话,「好诗！好诗！真是才子」对话叙述皆顺畅
集藏,平金川,章回小说,清,9,本身白话_无需今译,无,仅维基文库原文未见今译,白话,「天赐贤人，免我大难」叙事用「想」「说」口语
集藏,幻中游,章回小说,清,6,本身白话_无需今译,无,仅原文电子版未见今译,白话,「石生不听，一定要去」白话叙事流畅
集藏,康熙侠义传,章回小说,清,146,本身白话_无需今译,无,仅原文校点本未见今译,白话,「贤弟，你不可这样！倘若你去到了清营」口语对白
集藏,廿载繁华梦,章回小说,清,8,本身白话_无需今译,无,仅原文电子版未见今译,白话,「师傅休多说，我们倒是修斋的一样」口语带粤语
集藏,开辟演义,章回小说,明,8,浅近文言_基本可读_待定,无,仅原文电子版未见今译,浅近文言,「天下非我主之天下，乃万民之天下也」满纸演义文言奏对
集藏,引凤萧,章回小说,清,12,本身白话_无需今译,无,冷门才子佳人小说未见今译,浅近文言,「此诗成于顷刻，雅远清新而寓意深远」夹诗与文言对白
集藏,张文祥刺马案,章回小说,清,7,本身白话_无需今译,无,民国白话原著非今译,白话,「我有计较了，不愁他不上我的圈套」纯口语
集藏,归莲梦,章回小说,清,7,本身白话_无需今译,无,仅维基文库原文未见今译,白话,「妳家藏匿叛寇，从实招来」公堂白话对话
集藏,彭公案,章回小说,清,50,本身白话_无需今译,无,仅原文校点本未见今译,白话,「我们哥俩跟戴老四有些交情」口语叙述
集藏,快士传,章回小说,清,13,本身白话_无需今译,无,未检索到今译版本,白话,「你这狗才！既自装聋骗人」公案白话审讯
集藏,快心编传奇三集,章回小说,清,9,本身白话_无需今译,无,未检索到今译版本,白话,「妹子，你是知书达理的人」口语劝说
集藏,快心编传奇二集,章回小说,清,7,本身白话_无需今译,无,未检索到今译版本,白话,「如今事已如此，哭他无益」白话对话叙事
集藏,快心编传奇初集,章回小说,清,6,本身白话_无需今译,无,未检索到今译版本,白话,「便闪进屋中，欲到魏义屋里来」口语动作叙述
集藏,恨海,章回小说,清,7,本身白话_无需今译,无,仅原文校点本未见今译,白话,「这里没有船叫，往东南走三十里」清末白话流畅
集藏,情变,章回小说,清,6,本身白话_无需今译,无,清末白话原著非今译,白话,「我儿，你才叫的是谁？」母女口语对白
集藏,情梦柝,章回小说,清,4,本身白话_无需今译,无,仅维基文库原文未见今译,白话,「好诗。喻我择婿之意」白话夹诗，叙事口语
集藏,情楼迷史霞笺记,章回小说,明,4,本身白话_无需今译,无,未检索到相关今译,白话,「老爷回府，听说要来看大相公」口语对白
集藏,戏蛾记,章回小说,清,2,本身白话_无需今译,无,仅原文电子版未见今译,白话,「莫非他等乃御选秀女？这倒奇了」口语心理
集藏,扫迷帚,章回小说,清,5,浅近文言_基本可读_待定,无,清末白话原著非今译,浅近文言,「乡愚无知，信从其说，争敛钱建祠」叙事段偏文言
集藏,扫魅敦伦东度记,章回小说,明,40,浅近文言_基本可读_待定,无,仅原文电子版未见今译,浅近文言,「你出家人既超出三界外，不在五行中」论道夹文言较难
集藏,文明小史,章回小说,清,11,本身白话_无需今译,无,仅校注本非今译,白话,「我只你这个儿子，如今不知死活」清末白话顺畅
集藏,斩鬼传,章回小说,清,5,本身白话_无需今译,无,仅原文电子版未见今译,白话,「南无爷，这坑了小弟命了」酒令口语对话
集藏,断鸿零雁记,章回小说,民国,6,无,无,仅原文电子版未见今译,文言,「余听母言，泪如瀑泻，中心自咎」通篇第一人称文言
集藏,斯文变相,章回小说,清,3,本身白话_无需今译,无,清末白话原著非今译,白话,「你是人呢，是魂灵呢？」口语对白
集藏,新世鸿勋,章回小说,清,9,浅近文言_基本可读_待定,无,未检索到今译版本,浅近文言,「祖宗费了多少精神，历尽千辛万苦」叙史夹诏文及二十四首诗
集藏,新水浒,章回小说,清,6,本身白话_无需今译,无,晚清白话原著非今译,白话,「张青是卖人肉惯了的，又不大识字」口语议论
集藏,新石头记,章回小说,清,10,本身白话_无需今译,无,清末白话原著非今译,白话,「说了你家不要害怕！报了病，就是要了命了」口语对白
集藏,新纪元,章回小说,清,4,本身白话_无需今译,无,仅原文电子版未见今译,白话,「不瞒梭博士说，某此来带有速射炮五十尊」白话叙述
集藏,新茶花,章回小说,清,5,本身白话_无需今译,无,清末白话原著非今译,白话,「便笑道」「我们谈谈也好」「你要享这种清福」口语流畅
集藏,新西游记,章回小说,清,3,本身白话_无需今译,无,清末白话原著非今译,白话,「这也奇了」「真的吗？真的吗？」「师父在那里放焰口么」全口语
集藏,新镌绣像麴头陀济颠全传,章回小说,明,16,本身白话_无需今译,无,白话原著非今译,白话,「不若暂离此地」夹文，但「红柿新票」「嫁了十个丈夫」对话浅白可读
集藏,施公案,章回小说,清,60,本身白话_无需今译,无,仅校点本非今译,白话,「这就是菊花庄了」「你们老爷到此还敢这大模样」纯口语叙述
集藏,无耻奴,章回小说,清,8,本身白话_无需今译,无,未检索到今译版本,白话,「翻来覆去再也睡不着」「飞一般的赶到」现代人顺畅可读
集藏,明代宫闱史,章回小说,民国,45,本身白话_无需今译,无,民国白话原著非今译,白话,「倒不好违忤」「吓得王参将屁滚尿流」「这道上谕一下」白话叙述
集藏,明月台,章回小说,清,3,本身白话_无需今译,无,仅维基文库原文未见今译,白话,「改日回信罢」「正合心意」「花开两朵各表一枝」口语化
集藏,明珠缘,章回小说,明,108,本身白话_无需今译,无,白话原著非今译,浅近文言,夹大段曲词「重开不夜天」，但「咱们这闷酒难吃」叙事仍白话可读
集藏,春秋列国志传,章回小说,明,62,浅近文言_基本可读_待定,无,仅原文电子版未见今译,浅近文言,「食君厚禄处于高位」「苏从谏曰」大量文言奏对，现代人略费力
集藏,春秋配,章回小说,清,3,本身白话_无需今译,无,戏曲剧目未见今译,白话,「奴家因被继母赶出」「这何消说」「瞒上不瞒下」口语对话
集藏,春阿氏谋夫案,章回小说,清,5,本身白话_无需今译,无,清末白话原著非今译,白话,「咱们收令罢」「你们这鬼鬼祟祟」「不见得罢」现代人可读
集藏,昭君艳史演义,章回小说,清,5,本身白话_无需今译,无,民国白话原著非今译,白话,夹杜甫诗，但「话说昭君昏晕之际」「小姐务必珍重玉体」叙事白话
集藏,最近官场秘密史,章回小说,清,9,本身白话_无需今译,无,仅原文电子版未见今译,白话,「姊姊是躲学呀」「先生也放我三天假好吗」儿语口语极白
集藏,木兰奇女传,章回小说,清,8,浅近文言_基本可读_待定,无,清白话原著非今译,浅近文言,「南字喻心而言，无字喻空寂之意」释三皈大段说理偏文言
集藏,杀子报,章回小说,清,5,本身白话_无需今译,无,清白话原著非今译,白话,「你不要急，我明日就好了」「好儿子去吃饭」对话纯口语
集藏,李公案,章回小说,清,8,本身白话_无需今译,无,清末原文未见今译,白话,「老哥且回店歇息」「你们辛苦了几天」「快给我烙斤饼」口语
集藏,杨乃武与小白菜,章回小说,清,8,本身白话_无需今译,无,仅原文电子版未见今译,白话,「这一百块洋钱先交给了你」「别再闷个疙瘩哩」现代人顺读
集藏,杨家将传,章回小说,明,11,浅近文言_基本可读_待定,无,未检索到该书今译,浅近文言,「岳胜曰」「六郎曰」对白全文言「君有堂堂之貌何不纳降于我」
集藏,杨家府世代忠勇通俗演义,章回小说,明,11,无,无,仅提及白话版无确证,文言,「绕围左右列作犄角之势」「号为玄武阵」夹大量四言诗，叙述文言
集藏,金石缘,章回小说,清,4,本身白话_无需今译,无,仅存清刊本及在线本，未见白话今译,白话,「那时贼兵一齐进城」「悔不当初随夫死节」叙事白话可读
集藏,金莲仙史,章回小说,清,16,本身白话_无需今译,无,清白话原著，未见今译本,白话,「师弟此去勤修苦炼」夹文，但「我弟去后母亲日日悬望」对话白话
集藏,金谷怀春,章回小说,清,12,无,无,文言小说，仅维基文库原文,文言,满篇骈文书信「兰姿挺秀薰质生香，粹然冰玉水洁」及大量律诗绝句
集藏,金钟传正明集,章回小说,清,16,无,无,未检得任何今译或校注信息,文言,乩文「慈者兹心也」「真假之在外者易知」释理及夹注全文言
集藏,金陵秋,章回小说,民国,6,无,无,林纾近代小说，仅原文在线本,文言,「云雾虽密，蚁蚓不能升者，无其质也」「矧女子妒心十倍于男子」典型文言
集藏,铁冠图,章回小说,清,6,本身白话_无需今译,无,仅公版影印及在线本，无白话译注,白话,「不用进去通禀」「你这该斩的奴才」「快快说明」口语对话
集藏,铁树记,章回小说,明,5,浅近文言_基本可读_待定,无,明白话原著，仅古本影印,浅近文言,大段骈赋写风雨「石燕飞翔商羊鼓舞」，叙事「真君曰」偏文言
集藏,铁花仙史,章回小说,清,4,本身白话_无需今译,无,才子佳人小说，未见今译本,浅近文言,「乌者黑也，黑者墨也」析字夹文，但「君子谋道不谋食」斗口可读
集藏,银瓶梅,章回小说,清,8,本身白话_无需今译,无,清侠义小说，仅古刊本,浅近文言,「老奴曰」「弟兄一闻暂止」对白文白夹杂，叙事主线可读
集藏,锋剑春秋,章回小说,清,14,本身白话_无需今译,无,清白话原著，未见今译本,白话,「我们在这里闯出去罢」「好师父你有三卷天书」口语对话
集藏,锦香亭,章回小说,清,8,本身白话_无需今译,无,仅在线原文聚合站，无出版今译,白话,夹骈句写美人，但「小姐不须短见」「往何处投奔去好」对话白话
集藏,锲唐代吕纯阳得道飞剑记,章回小说,明,4,本身白话_无需今译,无,明白话原著，仅在线原文,白话,「这个东西又没个屁窟」「怎么禁得老婆打」夹诗但口语极白
集藏,阴阳显报水鬼升城隍全传鬼神传,章回小说,清,3,浅近文言_基本可读_待定,无,仅在线原文及电子书，无白话译注,浅近文言,夹大量律诗反词「鸡公有五德」，叙述「巢曰」「帝准奏」偏文言
集藏,隋代宫闱史,章回小说,清,24,本身白话_无需今译,无,仅简繁体原文电子版，无今译,白话,「圣上也不想想」「快些马忠」「好不羞人」纯口语对话
集藏,隋史遗文,章回小说,明,26,本身白话_无需今译,无,仅点校本，未见白话今译,白话,「小弟有个愚见使兄一举两得」「请教」白话叙述对话
集藏,隋唐野史,章回小说,清,22,无,无,未检得今译，混同隋唐演义,文言,「敬德、叔宝并英雄盖世」「世绩曰」全文言对白及总评典型文言
集藏,隋炀帝艳史,章回小说,明,21,浅近文言_基本可读_待定,无,仅影印及普及文库点校本,浅近文言,「此路为何去不得」夹白，但奏对「沧海中蛟龙出没」及词曲偏文言
集藏,雅观楼,章回小说,清,3,本身白话_无需今译,无,多指京剧剧目，小说无今译,白话,「这块地到可起得十几进房子」「不过百金便可买下」口语商议
集藏,雪月梅,章回小说,清,9,本身白话_无需今译,无,清白话原著，未见今译本,白话,「兄弟你把房子快些收拾出来」「说来话长」现代人顺读
集藏,雪鸿泪史,章回小说,清,35,无,无,民国日记体小说，无今译,文言,「形为心役，心与志违」「面庞儿枯若人腊矣」第一人称骈散文言
集藏,雷峰塔奇传,章回小说,清,4,本身白话_无需今译,无,仅影印及点校本，无白话今译,白话,"""汉文慌道""""列位老兄见谅""""小弟客居贵地""，口语对话流畅"
集藏,青城山隐者记,章回小说,清,1,无,无,效颦集文言短篇，仅在线原文,文言,"""子人耶鬼耶""""妾蜀王之妃张太华也""""再拜而谢，倏忽不见""，典型文言"
集藏,青楼梦,章回小说,清,30,本身白话_无需今译,无,晚清白话原著，未见今译本,白话,"""挹香大喜道""""我们几个知己得能如此畅叙""，口语叙述可读"
集藏,青红帮演义,章回小说,民国,7,本身白话_无需今译,无,民国白话小说，未见今译本,白话,"""看官，你道前来劫杀""""说着""""哪里有抵抗的能力""，白话叙事"
集藏,青龙传,章回小说,清,2,本身白话_无需今译,无,清白话原著，未见今译本,白话,"""小姐快随我走""""了不得了""""快来呀""，口语化对话"
集藏,韩湘子全传,章回小说,明,14,本身白话_无需今译,无,仅在线原文聚合站，无出版今译,白话,"""馒头凭你要几分""""我布施你一分银子""，对话口语流畅"
集藏,风月梦,章回小说,清,5,本身白话_无需今译,无,清狭邪小说，未见今译本,白话,"""你们还看，让我们来看歌头""，俚俗对话现代可读"
集藏,风月鉴,章回小说,清,5,本身白话_无需今译,无,仅影印及排印本，无白话今译,白话,"""我想搬进去住""""这左边是姐姐妹妹住的""，口语叙述"
集藏,飞剑记,章回小说,明,4,本身白话_无需今译,无,明白话原著，仅在线原文,白话,"""这个东西又没个屁窟""""差不多了""，口语诙谐可读"
集藏,飞花咏,章回小说,清,10,本身白话_无需今译,无,清白话原著，未见今译本,浅近文言,"开篇曲词艰深，但""昌小姐一时做完""""凤仪说道""叙事半白可读"
集藏,飞跎全传,章回小说,清,5,本身白话_无需今译,无,清白话原著，仅电子版,白话,"""这有何难""""待我来试试他看""，滑稽对话口语化"
集藏,飞龙全传,章回小说,清,28,本身白话_无需今译,无,仅校点本，未见白话今译,白话,"""二哥且慢""""咱们有心除害""""乐子也走得不耐烦""，白话"
集藏,驻春园小史,章回小说,清,5,无,无,清白话原著，仅电子版,文言,"书信""唯祈花阴月夕，阭迹潜踪""，骈俪文言难懂"
集藏,鬼神传,章回小说,清,3,浅近文言_基本可读_待定,无,仅在线原文及电子书，无白话译注,浅近文言,"""老媪回声道""对话可读，但夹""光庙上宾""及大段诏诗"
集藏,鬼谷四友志,章回小说,清,4,无,无,清白话原著，未见今译本,文言,"""庞涓用假书之事欺孙膑""""堕其减灶之计""，史传体文言"
集藏,魏忠贤小说斥奸书,章回小说,明,8,浅近文言_基本可读_待定,无,未见校点白话译注本,浅近文言,"叙事白话，但大段奏本""交通贿赂""""得伊银千两""较难"
集藏,魏阉全传,章回小说,明,33,本身白话_无需今译,无,仅禁毁小说丛书排印，无白话今译,白话,"""我有道理""""老兄何事与人争闹""，对话口语化"
集藏,麟儿报,章回小说,清,10,本身白话_无需今译,无,才子佳人小说，未见今译本,浅近文言,"""贤侄若果有怀""对话偏文，但叙事""幸小姐听了""可读"
集藏,麹头陀传,章回小说,清,8,本身白话_无需今译,无,济颠题材，未见专门今译本,白话,"""今日城门偏开得迟，误了生意""，市井对话流畅"
集藏,黄绣球,章回小说,清,10,本身白话_无需今译,无,晚清白话女性小说，未见今译,白话,"""我这双脚，再要挪都挪不上去""，近代白话可读"
集藏,黄金世界,章回小说,清,7,无,无,未检得今译或校注信息,文言,"""海权不独在兵也，商亦得与其谋""，文言论说兼无标点"
