藏,书名,题材,朝代,页数,推荐优先级,知名度,理由
史藏,皇明奇事述,笔记小说,明,6,中,低,辑明代奇闻异事，故事性尚可
史藏,皇明盛事述,笔记小说,明,7,中,低,辑明代盛事，掌故性较强
史藏,石林燕语,笔记小说,宋,5,中,低,叶梦得记宋代典制旧事，史料佳
史藏,砚北杂志,笔记小说,元,5,中,低,陆友记元代文苑杂事，趣味尚可
史藏,立斋闲录,笔记小说,明,10,中,低,辑明代典故旧事，史料尚可
史藏,竹叶亭杂记,笔记小说,清,12,中,低,记清代典制风俗，掌故较丰
史藏,粤游见闻,笔记小说,清,3,中,低,记岭南游历见闻，风土尚可
史藏,继世纪闻,笔记小说,明,2,中,低,陈洪谟记明武宗朝事，掌故尚可
史藏,耆旧续闻,笔记小说,宋,2,中,低,陈鹄记宋代文苑旧事，趣味尚可
史藏,至正直记,笔记小说,元,13,中,低,孔齐记元末江南见闻，史料较丰
史藏,花当阁丛谈,笔记小说,明,16,中,低,徐复祚记明代轶事戏曲，趣味尚可
史藏,荷牐丛谈,笔记小说,清,9,中,低,记明末清初杂事，掌故尚可
史藏,菽园杂记,笔记小说,明,11,中,低,陆容记明代朝野见闻，史料佳
史藏,萍洲可谈,笔记小说,宋,3,中,低,朱彧记宋代海外贸易风俗，史料珍
史藏,蕉廊脞录,笔记小说,清,12,中,低,吴庆坻记清代掌故轶闻，史料尚可
史藏,蕉轩随录,笔记小说,清,15,中,低,记清代典制掌故，史料尚可
史藏,藤阴杂记,笔记小说,清,12,中,低,记北京名胜掌故，地方趣味
史藏,西使记,笔记小说,元,1,中,低,记元使西域见闻，史料珍贵
史藏,西塘集耆旧续闻,笔记小说,宋,6,中,低,记宋代文苑旧闻，趣味尚可
史藏,西子湖拾翠余谈,笔记小说,清,2,中,低,记西湖名胜掌故，风物尚可
史藏,西清笔记,笔记小说,清,2,中,低,沈初记清宫见闻，掌故尚可
史藏,见闻杂记,笔记小说,明,38,中,低,李乐记明代世风见闻，史料较丰
史藏,觚不觚录,笔记小说,明,1,中,低,王世贞记明代典制变迁，史料佳
史藏,识小录,笔记小说,明,35,中,低,辑明代琐闻杂事，内容较杂
史藏,道山清话,笔记小说,宋,2,中,低,记北宋朝野清谈逸事，趣味尚可
史藏,邵氏闻见前录,笔记小说,宋,3,中,低,邵伯温记北宋见闻，史料佳
史藏,邵氏闻见后录,笔记小说,宋,6,中,低,邵博记宋代见闻杂考，史料佳
史藏,邵氏闻见录,笔记小说,宋,8,中,低,邵伯温记两宋见闻，史料价值高
史藏,郎潜纪闻三笔,笔记小说,清,9,中,低,陈康祺记清代掌故，史料较丰
史藏,郎潜纪闻二笔,笔记小说,清,14,中,低,陈康祺记清代掌故，史料较丰
史藏,郎潜纪闻初笔,笔记小说,清,15,中,低,陈康祺记清代掌故，史料较丰
史藏,野记,笔记小说,明,9,中,低,祝允明记明初野史，掌故较丰
史藏,金陵琐事,笔记小说,明,22,中,低,周晖记南京掌故风物，地方趣味
史藏,鉴诫录,笔记小说,五代,3,中,低,何光远记唐五代逸事，趣味尚可
史藏,钱氏私志,笔记小说,宋,1,中,低,钱氏记北宋宫闱轶事，趣味尚可
史藏,闻见近录,笔记小说,宋,1,中,低,王巩记北宋朝野近事，掌故尚可
史藏,阅世编,笔记小说,清,7,中,低,记上海明清世态人情，史料生动但偏地方专门
史藏,默记,笔记小说,宋,3,中,低,王铚记北宋朝野轶事，可读偏小众
史藏,龙川别志,笔记小说,宋,2,中,低,苏辙记朝政轶事，可读偏专门
子藏,东轩笔录,笔记小说,宋,5,中,低,记北宋政事轶闻，可读偏专门
子藏,事实类苑,笔记小说,宋,43,中,低,宋代轶事类编，资料丰富偏工具书
子藏,云仙杂记,笔记小说,隋唐,10,中,低,唐人轶闻奇趣多但真伪杂
子藏,优语录,笔记小说,宋,1,中,低,伶人谐语辑录，有趣篇幅短
子藏,何氏语林,笔记小说,明,30,中,低,仿世说新语之作，可读偏小众
子藏,侯鲭录,笔记小说,宋,5,中,低,赵令畤记轶事诗话，可读偏专门
子藏,俗说,笔记小说,魏晋南北朝,1,中,低,仿世说残篇，篇幅极短
子藏,分甘余话,笔记小说,清,6,中,低,王士禛杂记，可读偏小众
子藏,剪胜野闻,笔记小说,明,1,中,低,明初宫闱轶闻，有趣篇幅短
子藏,十叶野闻,笔记小说,清,5,中,低,清宫野史轶闻，趣味偏小众
子藏,南唐近事,笔记小说,宋,2,中,低,南唐宫廷轶事，可读偏专门
子藏,南部新书,笔记小说,宋,10,中,低,唐代轶事汇编，资料丰富偏专门
子藏,古今说海,笔记小说,明,59,中,低,小说丛书类编，资料丰富偏工具书
子藏,古夫于亭杂录,笔记小说,清,8,中,低,王士禛考辨杂记，可读偏专门
子藏,古杭杂记,笔记小说,元,1,中,低,杭州旧事杂记，趣味篇幅短
子藏,后山谈丛,笔记小说,宋,13,中,低,陈师道记轶闻杂事，可读偏专门
子藏,四友斋丛说,笔记小说,明,26,中,低,何良俊掌故丛谈，资料丰富偏专门
子藏,四朝闻见录,笔记小说,宋,8,中,低,南宋朝政见闻，可读偏专门
子藏,在园杂志,笔记小说,清,11,中,低,清代见闻杂记，可读偏小众
子藏,坚瓠集,笔记小说,清,213,中,低,褚人获掌故类编，资料海量偏工具书
子藏,墨客挥犀,笔记小说,宋,4,中,低,宋代轶闻杂记，可读偏小众
子藏,墨庄漫录,笔记小说,宋,5,中,低,宋代谈艺考辨杂记，可读偏专门
子藏,大唐传载,笔记小说,隋唐,2,中,低,唐代轶事杂载，可读偏小众
子藏,宋稗类钞,笔记小说,清,23,中,低,宋代轶事类编，资料丰富偏工具书
子藏,客座赘语,笔记小说,明,20,中,低,南京风土掌故，资料丰富偏地方
子藏,客窗闲话续集,笔记小说,清,3,中,低,志怪故事续集，可读偏小众
子藏,寄园寄所寄,笔记小说,清,62,中,低,清代分类杂纂，资料丰富偏工具书
子藏,尧山堂外纪,笔记小说,明,62,中,低,历代人物轶事类编，资料丰富偏工具书
子藏,山水小牍,笔记小说,隋唐,2,中,低,唐代山水轶事故事，趣味偏小众
子藏,巢林笔谈,笔记小说,清,11,中,低,龚炜随笔杂谈，可读偏小众
子藏,巢林笔谈续编,笔记小说,清,5,中,低,随笔续编，可读偏小众
子藏,幽闲鼓吹,笔记小说,隋唐,1,中,低,唐代轶事故事，趣味篇幅短
子藏,广陵妖乱志,笔记小说,隋唐,1,中,低,唐末扬州乱事故事，趣味篇幅短
子藏,庚巳编,笔记小说,明,12,中,低,陆粲志怪杂记，可读偏小众
子藏,庸闲斋笔记,笔记小说,清,9,中,低,陈其元见闻杂记，可读偏小众
子藏,开天传信记,笔记小说,隋唐,1,中,低,开元天宝轶事，趣味篇幅短
子藏,异辞录,笔记小说,清,8,中,低,清末轶闻杂记，可读偏小众
子藏,异闻总录,笔记小说,宋,2,中,低,志怪异闻辑录，趣味偏小众
子藏,归田琐记,笔记小说,清,14,中,低,梁章钜归田杂记，可读偏小众
子藏,录异传,笔记小说,魏晋南北朝,1,中,低,六朝志怪残篇，资料篇幅短
子藏,志怪,笔记小说,魏晋南北朝,1,中,低,六朝志怪残篇，资料篇幅短
子藏,志怪录,笔记小说,魏晋南北朝,3,中,低,六朝志怪辑录，趣味偏小众
子藏,快园道古,笔记小说,明,9,中,低,张岱辑古人言行，可读偏小众
子藏,戎幕闲谈,笔记小说,隋唐,1,中,低,唐代幕府闲谈故事，趣味篇幅短
子藏,戒庵老人漫笔,笔记小说,明,26,中,低,李诩明代见闻杂记，资料丰富偏专门
子藏,投辖录,笔记小说,宋,3,中,低,宋代志怪轶事，趣味偏小众
子藏,括异志,笔记小说,宋,4,中,低,宋代志怪集，趣味偏小众
子藏,拾遗录,笔记小说,魏晋南北朝,4,中,低,古代轶闻辑录，趣味偏杂
子藏,挥麈录,笔记小说,宋,8,中,低,王明清记宋代朝野故实，可读偏专门
子藏,搜神秘览,笔记小说,宋,4,中,低,宋代志怪辑录，趣味偏小众
子藏,搜神记句道兴本,笔记小说,隋唐,1,中,低,搜神记敦煌异本，资料价值篇幅短
子藏,断袖篇,笔记小说,明,2,中,低,男色轶事辑录，题材特殊偏小众
子藏,新世说,笔记小说,民国,24,中,低,仿世说记近世人物，可读偏小众
子藏,明皇杂录,笔记小说,隋唐,1,中,低,唐玄宗朝轶事，趣味篇幅短
子藏,明语林,笔记小说,清,11,中,低,仿世说记明人言行，可读偏小众
子藏,春冰室野乘,笔记小说,清,8,中,低,清代野史轶闻，可读偏小众
子藏,春渚纪闻,笔记小说,宋,5,中,低,何薳志怪轶事杂记，可读偏小众
子藏,曲洧旧闻,笔记小说,宋,5,中,低,朱弁记北宋旧事，可读偏专门
子藏,杜阳杂编,笔记小说,隋唐,3,中,低,唐代珍异奇闻，趣味偏小众
子藏,杨文公谈苑,笔记小说,宋,19,中,低,杨亿谈艺轶事辑录，可读偏专门
子藏,松窗杂录,笔记小说,隋唐,1,中,低,唐代宫闱轶事，趣味篇幅短
子藏,桂苑丛谈,笔记小说,隋唐,1,中,低,唐代轶事故事，趣味篇幅短
子藏,桯史,笔记小说,宋,3,中,低,岳珂记两宋朝野见闻，可读偏专门
子藏,次柳氏旧闻,笔记小说,隋唐,1,中,低,唐玄宗朝旧闻，趣味篇幅短
子藏,水东日记,笔记小说,明,17,中,低,叶盛明代见闻杂记，资料丰富偏专门
子藏,江淮异人录,笔记小说,宋,2,中,低,江淮奇人异士故事，趣味偏小众
子藏,泊宅编,笔记小说,宋,5,中,低,方勺记宋代轶事，可读偏专门
子藏,洛阳搢绅旧闻记,笔记小说,宋,2,中,低,记五代洛阳旧事，可读偏专门
子藏,浪迹三谈,笔记小说,清,8,中,低,梁章钜见闻杂谈，可读偏小众
子藏,浪迹丛谈,笔记小说,清,12,中,低,梁章钜见闻杂谈，可读偏小众
子藏,浪迹续谈,笔记小说,清,9,中,低,梁章钜见闻杂谈，可读偏小众
子藏,涉异志,笔记小说,宋,2,中,低,宋代志怪辑录，趣味偏小众
子藏,涌幢小品,笔记小说,明,56,中,低,朱国祯明代掌故，资料丰富偏专门
子藏,涑水记闻,笔记小说,宋,7,中,低,司马光记北宋朝政旧闻，可读偏专门
子藏,清波杂志,笔记小说,宋,7,中,低,周煇记宋代旧事，可读偏专门
子藏,渑水燕谈录,笔记小说,宋,5,中,低,王辟之记北宋轶事，可读偏专门
子藏,湘山野录,笔记小说,宋,3,中,低,文莹记宋代朝野轶事，可读偏专门
子藏,灵鬼志,笔记小说,魏晋南北朝,1,中,低,六朝志怪残篇，资料篇幅短
子藏,独醒杂志,笔记小说,宋,4,中,低,曾敏行记宋代轶事，可读偏专门
子藏,玉堂丛语,笔记小说,明,11,中,低,焦竑记翰林轶事，可读偏专门
子藏,玉堂闲话,笔记小说,五代,4,中,低,五代轶事杂谈，可读偏小众
子藏,玉壶野史,笔记小说,宋,5,中,低,文莹记宋代朝野旧事，可读偏专门
子藏,玉泉子,笔记小说,隋唐,1,中,低,唐代轶事故事，趣味篇幅短
子藏,玉照新志,笔记小说,宋,3,中,低,王明清记宋代旧事，可读偏专门
子藏,玉芝堂谈荟,笔记小说,明,23,中,低,徐应秋分类谈荟，资料丰富偏工具书
子藏,珍珠船,笔记小说,明,9,中,低,陈继儒辑摘趣闻，资料偏杂
子藏,琅嬛记,笔记小说,元,3,中,低,记神异传说杂事，有趣味但偏小众
子藏,甄异传,笔记小说,魏晋南北朝,1,中,低,六朝志怪辑佚，有志怪价值但残缺
子藏,益智录,笔记小说,清,22,中,低,仿聊斋志怪小说集，可读但知名度低
子藏,睽车志,笔记小说,宋,2,中,低,宋代志怪录鬼神，有故事但小众
子藏,稽神录,笔记小说,宋,10,中,低,徐铉志怪集鬼神灵异，可读但小众
子藏,续异记,笔记小说,魏晋南北朝,1,中,低,六朝志怪辑佚残篇，有价值但残缺
子藏,群居解颐,笔记小说,隋唐,1,中,低,唐人笑话集，诙谐可读但残缺小众
子藏,耳书鲊话,笔记小说,清,5,中,低,清代志怪杂话，有故事但小众
子藏,耳新,笔记小说,明,5,中,低,明代见闻志异，可读但知名度低
子藏,耳谈,笔记小说,明,26,中,低,王同轨志怪集，故事多但偏小众
子藏,耳食录,笔记小说,清,18,中,低,清代志怪小说集，仿聊斋可读但小众
子藏,茅亭客话,笔记小说,宋,3,中,低,黄休复记蜀地异闻，有故事但小众
子藏,菽园杂记,笔记小说,明,7,中,低,陆容明代杂记，掌故可读但偏考据
子藏,萍洲可谈,笔记小说,宋,2,中,低,朱彧记海贸风俗，史料有趣但小众
子藏,萤窗清玩,笔记小说,清,13,中,低,清代志怪杂集，有故事但知名度低
子藏,谈薮,笔记小说,魏晋南北朝,1,中,低,南北朝轶事谐谈，可读但残缺小众
子藏,谐噱录,笔记小说,隋唐,2,中,低,唐代笑话集，诙谐可读但小众
子藏,还冤志,笔记小说,魏晋南北朝,1,中,低,颜之推记冤报因果，志怪有趣但残缺
子藏,通天乐,笔记小说,清,5,中,低,清代劝世志怪，有故事但说教偏多
子藏,道听途说,笔记小说,清,13,中,低,清代志怪集，故事可读但知名度低
子藏,醉茶志怪,笔记小说,清,9,中,低,清末志怪小说集，仿聊斋但知名度低
子藏,里乘,笔记小说,清,12,中,低,许奉恩志怪集，仿聊斋故事但小众
子藏,鉴诫录,笔记小说,五代,3,中,低,五代轶事鉴诫，有故事但偏说教小众
子藏,铁围山丛谈,笔记小说,宋,4,中,低,蔡绦记北宋掌故，史料有趣但偏考据
子藏,闲窗括异志,笔记小说,宋,1,中,低,宋代志怪括异，有故事但残缺小众
子藏,闻见后录,笔记小说,宋,8,中,低,邵博记宋代见闻，掌故可读但偏考据
子藏,闻见录,笔记小说,宋,5,中,低,邵伯温记北宋见闻，史料丰富偏考据
子藏,香畹楼忆语,笔记小说,清,1,中,低,忆语体悼亡小品，情真但篇短小众
子藏,高坡异纂,笔记小说,明,2,中,低,明代志异杂纂，有故事但小众
子藏,魏晋世语,笔记小说,魏晋南北朝,1,中,低,魏晋史事辑佚，有轶事但残缺小众
子藏,鸡肋编,笔记小说,宋,4,中,低,庄绰记两宋风俗轶事，史料有趣但偏专
子藏,默记,笔记小说,宋,2,中,低,王铚记北宋轶事，掌故有趣但小众
子藏,齐谐记,笔记小说,魏晋南北朝,1,中,低,六朝志怪辑佚残篇，有价值但残缺
子藏,龙城录,笔记小说,隋唐,1,中,低,托名柳宗元志怪，含赵师雄梅花梦但残
诗藏,剧谈录,笔记小说,隋唐,2,中,低,唐人轶事杂谈，有故事但残缺小众
道藏,坐花志果,笔记小说,清,8,中,低,清代因果笔记，有故事但说教味重
集藏,秦淮画舫录,笔记小说,清,16,中,低,秦淮青楼笔记，风俗兴味
集藏,解愠编,笔记小说,明,5,中,低,明代笑话集，趣味尚可
集藏,贵耳集,笔记小说,宋,6,中,低,宋代笔记，掌故有兴味
集藏,雪涛谐史,笔记小说,明,3,中,低,明代笑话集，趣味尚可
史藏,鼎镌国朝名公神断详刑公案,话本拟话本,明,5,中,低,明代公案话本，故事性强但通俗小众
子藏,详刑公案,话本拟话本,明,3,中,低,明代公案小说，断案故事但偏粗糙
集藏,七国春秋平话,话本拟话本,元,4,中,低,元代讲史平话，史料价值偏冷
集藏,万锦情林,话本拟话本,明,39,中,低,明代话本选集，偏专门
集藏,二刻醒世恒言,话本拟话本,清,9,中,低,托名续书，质量参差偏冷
集藏,五色石,话本拟话本,清,9,中,低,清代拟话本集，偏冷
集藏,俗话倾谈,话本拟话本,清,8,中,低,粤语劝世故事集，偏小众
集藏,全相平话,话本拟话本,元,24,中,低,元代讲史平话集，史料偏专门
集藏,前汉书平话,话本拟话本,元,7,中,低,元代讲史平话，史料偏专门
集藏,大唐秦王词话,话本拟话本,明,38,中,低,李世民词话体演义，偏专门
集藏,廉明公案,话本拟话本,明,3,中,低,明代公案故事集，偏冷
集藏,新民公案,话本拟话本,明,8,中,低,明代公案故事集，偏冷
集藏,海刚峰先生居官公案传,话本拟话本,明,9,中,低,海瑞公案早本，研究兴味
集藏,清夜钟,话本拟话本,清,7,中,低,明末白话短篇集，故事尚可
集藏,照世杯,话本拟话本,清,3,中,低,清代讽刺话本，趣味尚可
集藏,熊龙峰小说四种,话本拟话本,明,5,中,低,明刊话本辑存，研究价值
集藏,蓝公案,话本拟话本,清,13,中,低,蓝鼎元公案，故事真实有趣
集藏,跻春台,话本拟话本,清,57,中,低,清末劝善话本集，民间风俗兴味
集藏,连城璧外编,话本拟话本,清,6,中,低,李渔短篇外编，趣味尚可
集藏,醉醒石,话本拟话本,明,8,中,低,明末拟话本集，劝惩兼故事
集藏,醒梦骈言,话本拟话本,清,22,中,低,改编聊斋话本，故事可读
集藏,韩擒虎话本,话本拟话本,隋唐,1,中,低,早期话本有研究价值但残篇仅一页
道藏,历世真仙体道通鉴,人物传记,元,19,低,中,大部头道教仙传汇编，专门说教
道藏,吕祖年谱海山奇遇,人物传记,清,6,低,中,吕祖年谱体，说教味重故事弱
道藏,太上混元老子史略,人物传记,宋,2,低,中,老子神化史略，说教冷门
集藏,玉历宝钞,佛教故事,清,17,低,中,地狱劝善宝卷，说教无故事
道藏,梓潼帝君化书,神话寓言,元,7,低,中,文昌帝君化身说教，宗教味重
史藏,东林十八高贤传,人物传记,明,3,低,低,庐山高贤传专门说教向
史藏,京口耆旧传,人物传记,宋,3,低,低,地方乡贤传，小众无故事性
史藏,今献备遗,人物传记,明,7,低,低,明代名臣略传，史料性强
史藏,元名臣事略,人物传记,元,10,低,低,元代名臣传，史料性强
史藏,台湾文献清史列传选,人物传记,清,22,低,低,台湾人物史料选辑，专门性强
史藏,史传三编,人物传记,清,21,低,低,历代人物传辑，史料性强
史藏,名卿绩纪,人物传记,明,3,低,低,明代名臣功绩录，史料性强
史藏,名臣碑传琬琰之集,人物传记,宋,19,低,低,宋名臣碑传辑，纯史料
史藏,名臣碑传琬琰集,人物传记,宋,22,低,低,宋名臣碑传辑，纯史料
史藏,国宝新编,人物传记,明,2,低,低,明代人物品评，小众
史藏,小腆纪传,人物传记,清,71,低,低,南明人物纪传，专门史料
史藏,廉吏传,人物传记,元,6,低,低,历代清官传辑，史料性强
史藏,张积中传,人物传记,清,1,低,低,太谷学派人物传残篇，小众
史藏,忠贞录,人物传记,明,3,低,低,记忠节人物，说教史料性强
史藏,敬乡录,人物传记,元,7,低,低,地方乡贤辑录，小众史料
史藏,明儒言行录,人物传记,清,30,低,低,记明代儒者言行，理学说教
史藏,明名臣琬琰录,人物传记,明,9,低,低,明名臣碑传辑，纯史料
史藏,明名臣琬琰续录,人物传记,明,8,低,低,明名臣碑传续辑，纯史料
史藏,昭忠录,人物传记,宋,2,低,低,记宋末殉国忠臣，说教史料
史藏,浦阳人物记,人物传记,明,3,低,低,地方人物记，小众史料
史藏,清代学人列传,人物传记,民国,23,低,低,清代学者传辑，专门史料
史藏,清先正事略选,人物传记,清,7,低,低,清代名臣事略选，史料性强
史藏,清耆献类征选编,人物传记,清,35,低,低,清代名人碑传选辑，纯史料
史藏,百越先贤志,人物传记,明,5,低,低,岭南先贤传辑，小众史料
史藏,福建通志列传选,人物传记,清,29,低,低,福建人物史料选辑，专门
史藏,稗史集传,人物传记,清,1,低,低,野史人物传残篇，小众
史藏,续吴先贤赞,人物传记,明,18,低,低,吴中先贤传赞，小众史料
史藏,贫士传,人物传记,明,1,低,低,记历代清贫之士残篇，说教
史藏,钱塘先贤传赞,人物传记,宋,3,低,低,杭州先贤传赞，小众史料
史藏,韩忠献公遗事,人物传记,宋,2,低,低,韩琦事迹辑录，偏专门
子藏,吴中往哲记,人物传记,明,1,低,低,吴中先贤小传，篇幅极短
子藏,李文忠公事略,人物传记,清,18,低,低,李鸿章事略，偏专门史料
子藏,甘疯子传,人物传记,清,1,低,低,单篇异人小传，篇幅极短无知名度
艺藏,四巧工传,人物传记,清,1,低,低,清代工匠合传短篇，小众无知名度
道藏,云阜山申仙翁传,人物传记,宋,1,低,低,单一道士残篇，无大众价值
道藏,仙苑编珠,人物传记,五代,5,低,低,道教仙人辑录，专门性强少故事
道藏,会仙女志,人物传记,明,1,低,低,道教残篇，无故事性
道藏,侍帝晨东华上佐司命杨君传记,人物传记,魏晋南北朝,1,低,低,道教神职传记残篇，极冷门
道藏,凝阳董真人遇仙记,人物传记,元,1,低,低,单一道士遇仙残篇
道藏,华阳陶隐君内传,人物传记,隋唐,3,低,低,陶弘景道教传记，专门冷门
道藏,南岳九真人传,人物传记,隋唐,1,低,低,道教仙人传残篇
道藏,历世真仙体道通鉴后集,人物传记,元,3,低,低,道教仙传续编，专门冷门
道藏,历世真仙体道通鉴续编,人物传记,元,1,低,低,道教仙传续编残篇
道藏,唐鸿胪卿越置公灵虚见素真人传,人物传记,隋唐,1,低,低,道教真人传残篇，极冷门
道藏,地只上将温太保传,人物传记,元,1,低,低,道教神将传残篇
道藏,地只上将温太保传补遗,人物传记,元,1,低,低,道教神将传补遗残篇
道藏,太极葛仙公传,人物传记,宋,1,低,低,葛玄道教传残篇
道藏,孝道吴许二真君传,人物传记,宋,1,低,低,道教真君传残篇
道藏,广黄帝本行记,人物传记,隋唐,1,低,低,黄帝道教化传记残篇
道藏,徐仙真录,人物传记,明,15,低,低,地方道教仙传，专门冷门
道藏,御制周颠仙人传,人物传记,明,1,低,低,帝王御撰仙人传残篇
道藏,汉天师世家,人物传记,明,1,低,低,张天师世系残篇，谱牒冷门
道藏,清河内传,人物传记,宋,1,低,低,道教真人内传残篇
道藏,犹龙传,人物传记,宋,1,低,低,老子事迹辑录残篇
道藏,玄品录,人物传记,元,4,低,低,道教人物品录，专门冷门
道藏,甘水仙源录,人物传记,元,7,低,低,全真道碑传汇编，专门冷门
道藏,紫阳真人内传,人物传记,魏晋南北朝,1,低,低,道教真人内传残篇
道藏,终南山祖庭仙真内传,人物传记,元,2,低,低,全真祖庭仙真传，专门冷门
道藏,许太史真君图传,人物传记,宋,1,低,低,许逊图传残篇
道藏,许真君仙传,人物传记,宋,1,低,低,许逊仙传残篇
道藏,金莲正宗仙源像传,人物传记,元,2,低,低,全真七真像传，专门冷门
道藏,金莲正宗记,人物传记,元,1,低,低,全真道祖师传残篇
佛藏,一切智光明仙人慈心因缘不食肉经,佛教故事,魏晋南北朝,1,低,低,单篇说教向短经，故事性弱知名度低
佛藏,七佛父母姓字经,佛教故事,魏晋南北朝,1,低,低,纯名号罗列，无故事性
佛藏,七女观经,佛教故事,魏晋南北朝,1,低,低,说教短经，大众认知极低
佛藏,丛林盛事,佛教故事,宋,2,低,低,禅林轶事杂录，专门性强
佛藏,东国僧尼录,佛教故事,清,4,低,低,僧传名录，专门冷僻
佛藏,东林十八高贤传,佛教故事,宋,2,低,低,净土高僧传记，小众说教
佛藏,云卧纪谭,佛教故事,宋,2,低,低,禅门笔谈，专门冷僻
佛藏,五母子经,佛教故事,魏晋南北朝,1,低,低,说教短经，无大众吸引力
佛藏,五母子经,佛教故事,魏晋南北朝,1,低,低,说教短经，无大众吸引力
佛藏,五母子经之二,佛教故事,魏晋南北朝,1,低,低,说教短经重出，无吸引力
佛藏,五阴譬喻经,佛教故事,魏晋南北朝,1,低,低,义理譬喻短经，故事性弱
佛藏,优婆夷志,佛教故事,清,2,低,低,女居士传记，冷僻说教
佛藏,传法宝纪,佛教故事,隋唐,1,低,低,禅宗传承录，专门冷僻
佛藏,传法正宗记,佛教故事,宋,10,低,低,禅宗谱系考据，专门性强
佛藏,传法正宗记,佛教故事,宋,8,低,低,禅宗谱系考据，专门性强
佛藏,伯亭大师传记总帙,佛教故事,清,1,低,低,单一僧传残帙，冷僻
佛藏,佛入涅槃密迹金刚力士哀恋经,佛教故事,隋唐,1,低,低,涅槃哀挽短经，故事性弱
佛藏,佛母般泥洹经,佛教故事,魏晋南北朝,1,低,低,涅槃短经，故事性弱
佛藏,佛灭度后棺敛葬送经,佛教故事,魏晋南北朝,1,低,低,丧仪短经，无叙事
佛藏,佛般泥洹经,佛教故事,魏晋南北朝,1,低,低,涅槃短经，故事性弱
佛藏,佛说一切智光明仙人慈心因缘不食肉经,佛教故事,魏晋南北朝,1,低,低,戒肉说教短经，无吸引力
佛藏,佛说七女经,佛教故事,魏晋南北朝,1,低,低,说教短经，无大众吸引力
佛藏,佛说七女经,佛教故事,魏晋南北朝,1,低,低,说教短经，无大众吸引力
佛藏,佛说三摩竭经,佛教故事,魏晋南北朝,1,低,低,因缘短经，冷僻
佛藏,佛说乳光佛经,佛教故事,魏晋南北朝,1,低,低,因缘短经，冷僻
佛藏,佛说五无反复经,佛教故事,魏晋南北朝,1,低,低,说教短经，无吸引力
佛藏,佛说五无反复经之二,佛教故事,魏晋南北朝,1,低,低,说教短经重出
佛藏,佛说五无返复经,佛教故事,魏晋南北朝,1,低,低,说教短经重出
佛藏,佛说五无返复经,佛教故事,魏晋南北朝,1,低,低,说教短经重出
佛藏,佛说佛大僧大经,佛教故事,魏晋南北朝,1,低,低,因缘短经，冷僻
佛藏,佛说光明童子因缘经,佛教故事,宋,1,低,低,因缘短经，冷僻
佛藏,佛说光明童子因缘经,佛教故事,宋,2,低,低,因缘短经，冷僻
佛藏,佛说兜调经,佛教故事,魏晋南北朝,1,低,低,业报短经，故事性弱
佛藏,佛说前世三转经,佛教故事,魏晋南北朝,1,低,低,宿世说教短经，冷僻
佛藏,佛说力士移山经,佛教故事,魏晋南北朝,1,低,低,譬喻短经，故事性弱
佛藏,佛说力士移山经,佛教故事,魏晋南北朝,1,低,低,譬喻短经，故事性弱
佛藏,佛说千佛因缘经,佛教故事,魏晋南北朝,3,低,低,千佛因缘罗列，叙事薄弱
佛藏,佛说呵雕阿那含经,佛教故事,魏晋南北朝,1,低,低,因缘短经，冷僻
佛藏,佛说善乐长者经,佛教故事,宋,1,低,低,长者因缘短经，冷僻
佛藏,佛说大坚固婆罗门缘起经,佛教故事,宋,2,低,低,缘起短经，冷僻
佛藏,佛说大坚固婆罗门缘起经,佛教故事,宋,2,低,低,缘起短经，冷僻
佛藏,佛说大爱道般泥洹经,佛教故事,魏晋南北朝,1,低,低,涅槃短经，故事性弱
佛藏,佛说大自在天子因地经,佛教故事,宋,1,低,低,因地短经，冷僻
佛藏,佛说大自在天子因地经,佛教故事,宋,1,低,低,因地短经，冷僻
佛藏,佛说大迦叶本经,佛教故事,魏晋南北朝,1,低,低,弟子本事短经，冷僻
佛藏,佛说大迦叶本经,佛教故事,魏晋南北朝,1,低,低,弟子本事短经，冷僻
佛藏,佛说天王太子辟罗经,佛教故事,魏晋南北朝,1,低,低,因缘短经，冷僻
佛藏,佛说太子刷护经,佛教故事,魏晋南北朝,1,低,低,太子因缘短经，冷僻
佛藏,佛说太子和休经,佛教故事,魏晋南北朝,1,低,低,太子因缘短经，冷僻
佛藏,佛说妇人遇辜经,佛教故事,魏晋南北朝,1,低,低,业报短经，故事性弱
佛藏,佛说妇人遇辜经,佛教故事,魏晋南北朝,1,低,低,业报短经，故事性弱
佛藏,佛说婆罗门子命终爱念不离经,佛教故事,魏晋南北朝,1,低,低,丧子说教短经，无吸引力
佛藏,佛说婆罗门子命终爱念不离经,佛教故事,魏晋南北朝,1,低,低,丧子说教短经，无吸引力
佛藏,佛说婆罗门避死经,佛教故事,魏晋南北朝,1,低,低,避死说教短经，故事薄
佛藏,佛说婆罗门避死经,佛教故事,魏晋南北朝,1,低,低,避死说教短经，故事薄
佛藏,佛说差摩婆帝授记经,佛教故事,魏晋南北朝,1,低,低,授记短经，冷僻
佛藏,佛说师子月佛本生经,佛教故事,魏晋南北朝,1,低,低,本生短经，冷僻
佛藏,佛说师子月佛本生经,佛教故事,魏晋南北朝,1,低,低,本生短经，冷僻
佛藏,佛说师子素驮娑王断肉经,佛教故事,隋唐,1,低,低,戒肉说教短经，冷僻
